Loading Train Dataset
Loading Test Dataset
Loading Val Dataset
  + Number of params: 2805796
/usr/local/lib/python3.6/dist-packages/torch/nn/modules/container.py:117: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  input = module(input)
Train Epoch: 1 [0/100000]	Loss: 0.1915 (0.1915) 	Acc: 54.17% (54.17%) 	Emb_Norm: 0.75 (0.75)
Train Epoch: 3 [86400/100000]	Loss: 0.0798 (0.0223) 	Acc: 86.46% (96.41%) 	Emb_Norm: 0.50 (0.48)
Train Epoch: 3 [96000/100000]	Loss: 0.1005 (0.0220) 	Acc: 80.21% (96.44%) 	Emb_Norm: 0.44 (0.48)

Test set: Average loss: 0.0629, Accuracy: 87.36%

Train Epoch: 4 [0/100000]	Loss: 0.0065 (0.0065) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.47 (0.47)
Train Epoch: 4 [9600/100000]	Loss: 0.0000 (0.0147) 	Acc: 100.00% (97.91%) 	Emb_Norm: 0.50 (0.46)
Train Epoch: 4 [19200/100000]	Loss: 0.0000 (0.0168) 	Acc: 100.00% (97.40%) 	Emb_Norm: 0.48 (0.46)
Train Epoch: 4 [28800/100000]	Loss: 0.0072 (0.0167) 	Acc: 100.00% (97.36%) 	Emb_Norm: 0.48 (0.46)
Train Epoch: 4 [38400/100000]	Loss: 0.0613 (0.0170) 	Acc: 86.46% (97.36%) 	Emb_Norm: 0.43 (0.47)
Train Epoch: 4 [48000/100000]	Loss: 0.0120 (0.0170) 	Acc: 97.92% (97.35%) 	Emb_Norm: 0.45 (0.47)
Train Epoch: 4 [57600/100000]	Loss: 0.0012 (0.0171) 	Acc: 100.00% (97.31%) 	Emb_Norm: 0.44 (0.46)
Train Epoch: 4 [67200/100000]	Loss: 0.0000 (0.0170) 	Acc: 100.00% (97.34%) 	Emb_Norm: 0.50 (0.46)
Train Epoch: 4 [76800/100000]	Loss: 0.0063 (0.0167) 	Acc: 100.00% (97.37%) 	Emb_Norm: 0.49 (0.46)
Train Epoch: 4 [86400/100000]	Loss: 0.0082 (0.0173) 	Acc: 98.96% (97.27%) 	Emb_Norm: 0.46 (0.46)
Train Epoch: 4 [96000/100000]	Loss: 0.0048 (0.0173) 	Acc: 100.00% (97.27%) 	Emb_Norm: 0.46 (0.47)

Test set: Average loss: 0.0629, Accuracy: 87.60%

Train Epoch: 5 [0/100000]	Loss: 0.0762 (0.0762) 	Acc: 86.46% (86.46%) 	Emb_Norm: 0.49 (0.49)
Train Epoch: 5 [9600/100000]	Loss: 0.0009 (0.0122) 	Acc: 100.00% (98.22%) 	Emb_Norm: 0.50 (0.47)
Train Epoch: 5 [19200/100000]	Loss: 0.0357 (0.0129) 	Acc: 95.83% (98.03%) 	Emb_Norm: 0.46 (0.47)
Train Epoch: 5 [28800/100000]	Loss: 0.0171 (0.0135) 	Acc: 96.88% (97.92%) 	Emb_Norm: 0.46 (0.47)
Train Epoch: 5 [38400/100000]	Loss: 0.0601 (0.0145) 	Acc: 94.79% (97.75%) 	Emb_Norm: 0.50 (0.47)
Train Epoch: 5 [48000/100000]	Loss: 0.0341 (0.0145) 	Acc: 95.83% (97.71%) 	Emb_Norm: 0.48 (0.47)
Train Epoch: 5 [57600/100000]	Loss: 0.0000 (0.0141) 	Acc: 100.00% (97.82%) 	Emb_Norm: 0.51 (0.47)
Train Epoch: 5 [67200/100000]	Loss: 0.0113 (0.0141) 	Acc: 98.96% (97.83%) 	Emb_Norm: 0.46 (0.47)
Train Epoch: 5 [76800/100000]	Loss: 0.0027 (0.0147) 	Acc: 100.00% (97.71%) 	Emb_Norm: 0.44 (0.46)
Train Epoch: 5 [86400/100000]	Loss: 0.0000 (0.0144) 	Acc: 100.00% (97.73%) 	Emb_Norm: 0.44 (0.46)
Train Epoch: 5 [96000/100000]	Loss: 0.0015 (0.0143) 	Acc: 100.00% (97.74%) 	Emb_Norm: 0.46 (0.46)

Test set: Average loss: 0.0628, Accuracy: 88.60%

Train Epoch: 6 [0/100000]	Loss: 0.0078 (0.0078) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 6 [9600/100000]	Loss: 0.0000 (0.0153) 	Acc: 100.00% (97.63%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 6 [19200/100000]	Loss: 0.1004 (0.0142) 	Acc: 79.17% (97.83%) 	Emb_Norm: 0.43 (0.44)
Train Epoch: 6 [28800/100000]	Loss: 0.0019 (0.0135) 	Acc: 100.00% (97.95%) 	Emb_Norm: 0.49 (0.45)
Train Epoch: 6 [38400/100000]	Loss: 0.0016 (0.0139) 	Acc: 100.00% (97.90%) 	Emb_Norm: 0.46 (0.45)
Train Epoch: 6 [48000/100000]	Loss: 0.0022 (0.0134) 	Acc: 98.96% (97.97%) 	Emb_Norm: 0.43 (0.45)
Train Epoch: 6 [57600/100000]	Loss: 0.0000 (0.0129) 	Acc: 100.00% (98.07%) 	Emb_Norm: 0.46 (0.45)
Train Epoch: 6 [67200/100000]	Loss: 0.0000 (0.0125) 	Acc: 100.00% (98.13%) 	Emb_Norm: 0.47 (0.44)
Train Epoch: 6 [76800/100000]	Loss: 0.0005 (0.0127) 	Acc: 100.00% (98.10%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 6 [86400/100000]	Loss: 0.0219 (0.0124) 	Acc: 97.92% (98.17%) 	Emb_Norm: 0.42 (0.44)
Train Epoch: 6 [96000/100000]	Loss: 0.0038 (0.0127) 	Acc: 100.00% (98.12%) 	Emb_Norm: 0.43 (0.44)

Test set: Average loss: 0.0546, Accuracy: 89.51%

Train Epoch: 7 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 7 [9600/100000]	Loss: 0.0340 (0.0090) 	Acc: 96.88% (98.71%) 	Emb_Norm: 0.42 (0.43)
Train Epoch: 7 [19200/100000]	Loss: 0.0000 (0.0094) 	Acc: 100.00% (98.71%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 7 [28800/100000]	Loss: 0.0006 (0.0102) 	Acc: 100.00% (98.59%) 	Emb_Norm: 0.40 (0.43)
Train Epoch: 7 [38400/100000]	Loss: 0.0022 (0.0105) 	Acc: 100.00% (98.52%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 7 [48000/100000]	Loss: 0.0091 (0.0111) 	Acc: 100.00% (98.38%) 	Emb_Norm: 0.48 (0.43)
Train Epoch: 7 [57600/100000]	Loss: 0.0013 (0.0118) 	Acc: 100.00% (98.25%) 	Emb_Norm: 0.46 (0.43)
Train Epoch: 7 [67200/100000]	Loss: 0.0642 (0.0116) 	Acc: 88.54% (98.31%) 	Emb_Norm: 0.42 (0.43)
Train Epoch: 7 [76800/100000]	Loss: 0.0046 (0.0118) 	Acc: 98.96% (98.25%) 	Emb_Norm: 0.42 (0.43)
Train Epoch: 7 [86400/100000]	Loss: 0.0000 (0.0112) 	Acc: 100.00% (98.35%) 	Emb_Norm: 0.44 (0.43)
Train Epoch: 7 [96000/100000]	Loss: 0.0101 (0.0109) 	Acc: 98.96% (98.42%) 	Emb_Norm: 0.43 (0.43)

Test set: Average loss: 0.0565, Accuracy: 88.39%

Train Epoch: 8 [0/100000]	Loss: 0.0605 (0.0605) 	Acc: 83.33% (83.33%) 	Emb_Norm: 0.38 (0.38)
Train Epoch: 8 [9600/100000]	Loss: 0.0324 (0.0091) 	Acc: 91.67% (98.63%) 	Emb_Norm: 0.40 (0.42)
Train Epoch: 8 [19200/100000]	Loss: 0.0155 (0.0106) 	Acc: 96.88% (98.34%) 	Emb_Norm: 0.40 (0.41)
Train Epoch: 8 [28800/100000]	Loss: 0.0026 (0.0108) 	Acc: 100.00% (98.37%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 8 [38400/100000]	Loss: 0.0035 (0.0111) 	Acc: 98.96% (98.37%) 	Emb_Norm: 0.41 (0.42)
Train Epoch: 8 [48000/100000]	Loss: 0.0000 (0.0110) 	Acc: 100.00% (98.38%) 	Emb_Norm: 0.47 (0.42)
Train Epoch: 8 [57600/100000]	Loss: 0.0098 (0.0109) 	Acc: 98.96% (98.40%) 	Emb_Norm: 0.41 (0.42)
Train Epoch: 8 [67200/100000]	Loss: 0.0000 (0.0109) 	Acc: 100.00% (98.38%) 	Emb_Norm: 0.50 (0.42)
Train Epoch: 8 [76800/100000]	Loss: 0.0135 (0.0109) 	Acc: 97.92% (98.40%) 	Emb_Norm: 0.40 (0.42)
Train Epoch: 8 [86400/100000]	Loss: 0.0000 (0.0103) 	Acc: 100.00% (98.50%) 	Emb_Norm: 0.42 (0.42)
Train Epoch: 8 [96000/100000]	Loss: 0.0168 (0.0101) 	Acc: 96.88% (98.51%) 	Emb_Norm: 0.38 (0.42)

Test set: Average loss: 0.0555, Accuracy: 89.34%

Train Epoch: 9 [0/100000]	Loss: 0.0017 (0.0017) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 9 [9600/100000]	Loss: 0.0000 (0.0103) 	Acc: 100.00% (98.53%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 9 [19200/100000]	Loss: 0.0000 (0.0096) 	Acc: 100.00% (98.63%) 	Emb_Norm: 0.44 (0.41)
Train Epoch: 9 [28800/100000]	Loss: 0.0032 (0.0087) 	Acc: 100.00% (98.77%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 9 [38400/100000]	Loss: 0.0119 (0.0083) 	Acc: 100.00% (98.83%) 	Emb_Norm: 0.38 (0.41)
Train Epoch: 9 [48000/100000]	Loss: 0.0608 (0.0088) 	Acc: 90.62% (98.76%) 	Emb_Norm: 0.38 (0.40)
Train Epoch: 9 [57600/100000]	Loss: 0.0073 (0.0086) 	Acc: 97.92% (98.77%) 	Emb_Norm: 0.36 (0.40)
Train Epoch: 9 [67200/100000]	Loss: 0.0083 (0.0086) 	Acc: 100.00% (98.76%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 9 [76800/100000]	Loss: 0.0111 (0.0088) 	Acc: 96.88% (98.74%) 	Emb_Norm: 0.37 (0.41)
Train Epoch: 9 [86400/100000]	Loss: 0.0000 (0.0089) 	Acc: 100.00% (98.74%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 9 [96000/100000]	Loss: 0.0017 (0.0088) 	Acc: 100.00% (98.74%) 	Emb_Norm: 0.40 (0.41)

Test set: Average loss: 0.0530, Accuracy: 89.10%

Train Epoch: 10 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.42 (0.42)
Train Epoch: 10 [9600/100000]	Loss: 0.0072 (0.0080) 	Acc: 100.00% (98.82%) 	Emb_Norm: 0.40 (0.41)
Train Epoch: 10 [19200/100000]	Loss: 0.0000 (0.0066) 	Acc: 100.00% (99.11%) 	Emb_Norm: 0.47 (0.40)
Train Epoch: 10 [28800/100000]	Loss: 0.0117 (0.0080) 	Acc: 98.96% (98.83%) 	Emb_Norm: 0.38 (0.40)
Train Epoch: 10 [38400/100000]	Loss: 0.0298 (0.0084) 	Acc: 98.96% (98.75%) 	Emb_Norm: 0.40 (0.40)
Train Epoch: 10 [48000/100000]	Loss: 0.0031 (0.0089) 	Acc: 100.00% (98.63%) 	Emb_Norm: 0.44 (0.40)
Train Epoch: 10 [57600/100000]	Loss: 0.0060 (0.0088) 	Acc: 100.00% (98.66%) 	Emb_Norm: 0.38 (0.40)
Train Epoch: 10 [67200/100000]	Loss: 0.0470 (0.0087) 	Acc: 91.67% (98.70%) 	Emb_Norm: 0.35 (0.40)
Train Epoch: 10 [76800/100000]	Loss: 0.0515 (0.0087) 	Acc: 88.54% (98.70%) 	Emb_Norm: 0.35 (0.40)
Train Epoch: 10 [86400/100000]	Loss: 0.0006 (0.0087) 	Acc: 100.00% (98.72%) 	Emb_Norm: 0.41 (0.40)
Train Epoch: 10 [96000/100000]	Loss: 0.0000 (0.0086) 	Acc: 100.00% (98.75%) 	Emb_Norm: 0.40 (0.40)

Test set: Average loss: 0.0552, Accuracy: 89.62%

Train Epoch: 11 [0/100000]	Loss: 0.0002 (0.0002) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.38 (0.38)
Train Epoch: 11 [9600/100000]	Loss: 0.0015 (0.0097) 	Acc: 100.00% (98.45%) 	Emb_Norm: 0.41 (0.40)
Train Epoch: 11 [19200/100000]	Loss: 0.0011 (0.0091) 	Acc: 100.00% (98.68%) 	Emb_Norm: 0.40 (0.40)
Train Epoch: 11 [28800/100000]	Loss: 0.0184 (0.0081) 	Acc: 94.79% (98.80%) 	Emb_Norm: 0.38 (0.39)
Train Epoch: 11 [38400/100000]	Loss: 0.0149 (0.0081) 	Acc: 96.88% (98.79%) 	Emb_Norm: 0.37 (0.39)
Train Epoch: 11 [48000/100000]	Loss: 0.0000 (0.0078) 	Acc: 100.00% (98.85%) 	Emb_Norm: 0.37 (0.39)
Train Epoch: 11 [57600/100000]	Loss: 0.0000 (0.0072) 	Acc: 100.00% (98.95%) 	Emb_Norm: 0.39 (0.39)
Train Epoch: 11 [67200/100000]	Loss: 0.0254 (0.0072) 	Acc: 97.92% (98.97%) 	Emb_Norm: 0.37 (0.39)
Train Epoch: 11 [76800/100000]	Loss: 0.0000 (0.0074) 	Acc: 100.00% (98.94%) 	Emb_Norm: 0.38 (0.39)
Train Epoch: 11 [86400/100000]	Loss: 0.0000 (0.0074) 	Acc: 100.00% (98.96%) 	Emb_Norm: 0.38 (0.39)
Train Epoch: 11 [96000/100000]	Loss: 0.0048 (0.0074) 	Acc: 98.96% (98.94%) 	Emb_Norm: 0.43 (0.39)

Test set: Average loss: 0.0561, Accuracy: 89.39%

Train Epoch: 12 [0/100000]	Loss: 0.0106 (0.0106) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 12 [9600/100000]	Loss: 0.0006 (0.0072) 	Acc: 100.00% (99.05%) 	Emb_Norm: 0.37 (0.39)
Train Epoch: 12 [19200/100000]	Loss: 0.0035 (0.0070) 	Acc: 100.00% (99.13%) 	Emb_Norm: 0.38 (0.38)
Train Epoch: 12 [28800/100000]	Loss: 0.0010 (0.0063) 	Acc: 100.00% (99.23%) 	Emb_Norm: 0.33 (0.38)
Train Epoch: 12 [38400/100000]	Loss: 0.0002 (0.0070) 	Acc: 100.00% (99.12%) 	Emb_Norm: 0.40 (0.38)
Train Epoch: 12 [48000/100000]	Loss: 0.0000 (0.0066) 	Acc: 100.00% (99.19%) 	Emb_Norm: 0.34 (0.38)
Train Epoch: 12 [57600/100000]	Loss: 0.0040 (0.0067) 	Acc: 100.00% (99.17%) 	Emb_Norm: 0.40 (0.38)
Train Epoch: 12 [67200/100000]	Loss: 0.0179 (0.0066) 	Acc: 100.00% (99.15%) 	Emb_Norm: 0.37 (0.38)
Train Epoch: 12 [76800/100000]	Loss: 0.0030 (0.0066) 	Acc: 98.96% (99.13%) 	Emb_Norm: 0.36 (0.38)
Train Epoch: 12 [86400/100000]	Loss: 0.0000 (0.0065) 	Acc: 100.00% (99.16%) 	Emb_Norm: 0.40 (0.38)
Train Epoch: 12 [96000/100000]	Loss: 0.0259 (0.0067) 	Acc: 95.83% (99.11%) 	Emb_Norm: 0.37 (0.38)

Test set: Average loss: 0.0525, Accuracy: 89.52%

Train Epoch: 13 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.42 (0.42)
Train Epoch: 13 [9600/100000]	Loss: 0.0010 (0.0063) 	Acc: 100.00% (99.25%) 	Emb_Norm: 0.36 (0.37)
Train Epoch: 13 [19200/100000]	Loss: 0.0006 (0.0065) 	Acc: 100.00% (99.19%) 	Emb_Norm: 0.43 (0.38)
Train Epoch: 13 [28800/100000]	Loss: 0.0003 (0.0067) 	Acc: 100.00% (99.11%) 	Emb_Norm: 0.34 (0.38)
Train Epoch: 13 [38400/100000]	Loss: 0.0168 (0.0065) 	Acc: 98.96% (99.16%) 	Emb_Norm: 0.33 (0.38)
Train Epoch: 13 [48000/100000]	Loss: 0.0028 (0.0062) 	Acc: 100.00% (99.15%) 	Emb_Norm: 0.35 (0.38)
Train Epoch: 13 [57600/100000]	Loss: 0.0173 (0.0067) 	Acc: 96.88% (99.03%) 	Emb_Norm: 0.40 (0.37)
Train Epoch: 13 [67200/100000]	Loss: 0.0325 (0.0064) 	Acc: 94.79% (99.08%) 	Emb_Norm: 0.37 (0.37)
Train Epoch: 13 [76800/100000]	Loss: 0.0000 (0.0063) 	Acc: 100.00% (99.12%) 	Emb_Norm: 0.37 (0.37)
Train Epoch: 13 [86400/100000]	Loss: 0.0062 (0.0065) 	Acc: 100.00% (99.09%) 	Emb_Norm: 0.36 (0.37)
Train Epoch: 13 [96000/100000]	Loss: 0.0000 (0.0067) 	Acc: 100.00% (99.07%) 	Emb_Norm: 0.36 (0.37)

Test set: Average loss: 0.0517, Accuracy: 90.10%

Train Epoch: 14 [0/100000]	Loss: 0.0291 (0.0291) 	Acc: 94.79% (94.79%) 	Emb_Norm: 0.34 (0.34)
Train Epoch: 14 [9600/100000]	Loss: 0.0000 (0.0068) 	Acc: 100.00% (99.01%) 	Emb_Norm: 0.36 (0.36)
Train Epoch: 14 [19200/100000]	Loss: 0.0029 (0.0057) 	Acc: 100.00% (99.26%) 	Emb_Norm: 0.35 (0.36)
Train Epoch: 14 [28800/100000]	Loss: 0.0178 (0.0063) 	Acc: 95.83% (99.12%) 	Emb_Norm: 0.33 (0.36)
Train Epoch: 14 [38400/100000]	Loss: 0.0003 (0.0066) 	Acc: 100.00% (99.16%) 	Emb_Norm: 0.34 (0.36)
Train Epoch: 14 [48000/100000]	Loss: 0.0000 (0.0062) 	Acc: 100.00% (99.21%) 	Emb_Norm: 0.37 (0.36)
Train Epoch: 14 [57600/100000]	Loss: 0.0007 (0.0062) 	Acc: 100.00% (99.19%) 	Emb_Norm: 0.34 (0.36)
Train Epoch: 14 [67200/100000]	Loss: 0.0000 (0.0057) 	Acc: 100.00% (99.27%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 14 [76800/100000]	Loss: 0.0125 (0.0058) 	Acc: 100.00% (99.26%) 	Emb_Norm: 0.37 (0.35)
Train Epoch: 14 [86400/100000]	Loss: 0.0071 (0.0059) 	Acc: 98.96% (99.23%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 14 [96000/100000]	Loss: 0.0000 (0.0060) 	Acc: 100.00% (99.22%) 	Emb_Norm: 0.35 (0.35)

Test set: Average loss: 0.0532, Accuracy: 89.78%

Train Epoch: 15 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 15 [9600/100000]	Loss: 0.0182 (0.0055) 	Acc: 97.92% (99.16%) 	Emb_Norm: 0.36 (0.36)
Train Epoch: 15 [19200/100000]	Loss: 0.0000 (0.0044) 	Acc: 100.00% (99.35%) 	Emb_Norm: 0.33 (0.35)
Train Epoch: 15 [28800/100000]	Loss: 0.0261 (0.0056) 	Acc: 94.79% (99.26%) 	Emb_Norm: 0.32 (0.35)
Train Epoch: 15 [38400/100000]	Loss: 0.0000 (0.0058) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.37 (0.35)
Train Epoch: 15 [48000/100000]	Loss: 0.0220 (0.0059) 	Acc: 96.88% (99.18%) 	Emb_Norm: 0.31 (0.35)
Train Epoch: 15 [57600/100000]	Loss: 0.0009 (0.0057) 	Acc: 100.00% (99.19%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 15 [67200/100000]	Loss: 0.0002 (0.0057) 	Acc: 100.00% (99.20%) 	Emb_Norm: 0.36 (0.35)
Train Epoch: 15 [76800/100000]	Loss: 0.0008 (0.0055) 	Acc: 100.00% (99.22%) 	Emb_Norm: 0.32 (0.35)
Train Epoch: 15 [86400/100000]	Loss: 0.0613 (0.0056) 	Acc: 86.46% (99.21%) 	Emb_Norm: 0.33 (0.34)
Train Epoch: 15 [96000/100000]	Loss: 0.0351 (0.0057) 	Acc: 93.75% (99.21%) 	Emb_Norm: 0.32 (0.34)

Test set: Average loss: 0.0489, Accuracy: 90.18%


Test set: Average loss: 0.0488, Accuracy: 90.15%
