Train Epoch: 1 [0/100000]		Loss: 0.1827 (0.1827) 	Acc: 65.62% (65.62%) 	Emb_Norm: 8.43 (8.43)
Train Epoch: 1 [3200/100000]	Loss: 0.1932 (0.1894) 	Acc: 56.25% (55.41%) 	Emb_Norm: 2.49 (3.02)
Train Epoch: 2 [32000/100000]	Loss: 0.0362 (0.0789) 	Acc: 96.88% (84.29%) 	Emb_Norm: 3.31 (3.19)
Train Epoch: 2 [35200/100000]	Loss: 0.0830 (0.0781) 	Acc: 87.50% (84.47%) 	Emb_Norm: 3.13 (3.19)
Train Epoch: 2 [38400/100000]	Loss: 0.0359 (0.0779) 	Acc: 96.88% (84.55%) 	Emb_Norm: 3.76 (3.20)
Train Epoch: 2 [41600/100000]	Loss: 0.0309 (0.0774) 	Acc: 96.88% (84.60%) 	Emb_Norm: 3.35 (3.21)
Train Epoch: 2 [44800/100000]	Loss: 0.0743 (0.0769) 	Acc: 84.38% (84.77%) 	Emb_Norm: 2.88 (3.22)
Train Epoch: 2 [48000/100000]	Loss: 0.0924 (0.0765) 	Acc: 81.25% (84.84%) 	Emb_Norm: 3.15 (3.22)
Train Epoch: 2 [51200/100000]	Loss: 0.0832 (0.0763) 	Acc: 84.38% (84.89%) 	Emb_Norm: 3.50 (3.22)
Train Epoch: 2 [54400/100000]	Loss: 0.0381 (0.0758) 	Acc: 93.75% (84.99%) 	Emb_Norm: 3.02 (3.21)
Train Epoch: 2 [57600/100000]	Loss: 0.0773 (0.0756) 	Acc: 81.25% (85.04%) 	Emb_Norm: 3.24 (3.21)
Train Epoch: 2 [60800/100000]	Loss: 0.1274 (0.0747) 	Acc: 62.50% (85.25%) 	Emb_Norm: 3.53 (3.21)
Train Epoch: 2 [64000/100000]	Loss: 0.0455 (0.0740) 	Acc: 100.00% (85.40%) 	Emb_Norm: 3.00 (3.21)
Train Epoch: 2 [67200/100000]	Loss: 0.0754 (0.0738) 	Acc: 87.50% (85.44%) 	Emb_Norm: 2.77 (3.21)
Train Epoch: 2 [70400/100000]	Loss: 0.0962 (0.0733) 	Acc: 78.12% (85.53%) 	Emb_Norm: 3.37 (3.20)
Train Epoch: 2 [73600/100000]	Loss: 0.0379 (0.0727) 	Acc: 90.62% (85.68%) 	Emb_Norm: 3.28 (3.21)
Train Epoch: 2 [76800/100000]	Loss: 0.1135 (0.0725) 	Acc: 65.62% (85.74%) 	Emb_Norm: 3.15 (3.21)
Train Epoch: 2 [80000/100000]	Loss: 0.0207 (0.0722) 	Acc: 100.00% (85.83%) 	Emb_Norm: 3.31 (3.21)
Train Epoch: 2 [83200/100000]	Loss: 0.0247 (0.0719) 	Acc: 96.88% (85.89%) 	Emb_Norm: 3.17 (3.21)
Train Epoch: 2 [86400/100000]	Loss: 0.0224 (0.0716) 	Acc: 100.00% (85.97%) 	Emb_Norm: 3.36 (3.22)
Train Epoch: 2 [89600/100000]	Loss: 0.0273 (0.0712) 	Acc: 93.75% (86.07%) 	Emb_Norm: 2.95 (3.22)
Train Epoch: 2 [92800/100000]	Loss: 0.0691 (0.0709) 	Acc: 84.38% (86.14%) 	Emb_Norm: 3.45 (3.22)
Train Epoch: 2 [96000/100000]	Loss: 0.0668 (0.0707) 	Acc: 87.50% (86.22%) 	Emb_Norm: 2.85 (3.22)
Train Epoch: 2 [99200/100000]	Loss: 0.0318 (0.0703) 	Acc: 90.62% (86.30%) 	Emb_Norm: 2.89 (3.23)

Test set: Average loss: 0.0806, Accuracy: 83.18%

Train Epoch: 3 [0/100000]	Loss: 0.0480 (0.0480) 	Acc: 90.62% (90.62%) 	Emb_Norm: 2.94 (2.94)
Train Epoch: 3 [3200/100000]	Loss: 0.0325 (0.0573) 	Acc: 96.88% (88.92%) 	Emb_Norm: 2.68 (3.12)
Train Epoch: 3 [6400/100000]	Loss: 0.0366 (0.0576) 	Acc: 93.75% (88.82%) 	Emb_Norm: 3.11 (3.17)
Train Epoch: 3 [9600/100000]	Loss: 0.0573 (0.0604) 	Acc: 90.62% (88.11%) 	Emb_Norm: 3.26 (3.21)
Train Epoch: 3 [12800/100000]	Loss: 0.0871 (0.0607) 	Acc: 84.38% (87.93%) 	Emb_Norm: 2.82 (3.17)
Train Epoch: 3 [16000/100000]	Loss: 0.1420 (0.0589) 	Acc: 65.62% (88.52%) 	Emb_Norm: 3.06 (3.15)
Train Epoch: 3 [19200/100000]	Loss: 0.0178 (0.0580) 	Acc: 100.00% (88.77%) 	Emb_Norm: 2.55 (3.14)
Train Epoch: 3 [22400/100000]	Loss: 0.0564 (0.0578) 	Acc: 90.62% (88.79%) 	Emb_Norm: 3.11 (3.14)
Train Epoch: 3 [25600/100000]	Loss: 0.0776 (0.0585) 	Acc: 87.50% (88.66%) 	Emb_Norm: 3.03 (3.16)
Train Epoch: 3 [28800/100000]	Loss: 0.1042 (0.0583) 	Acc: 78.12% (88.68%) 	Emb_Norm: 3.36 (3.16)
Train Epoch: 3 [32000/100000]	Loss: 0.0148 (0.0583) 	Acc: 100.00% (88.63%) 	Emb_Norm: 3.32 (3.18)
Train Epoch: 3 [35200/100000]	Loss: 0.0879 (0.0581) 	Acc: 84.38% (88.67%) 	Emb_Norm: 3.11 (3.17)
Train Epoch: 3 [38400/100000]	Loss: 0.0409 (0.0581) 	Acc: 93.75% (88.66%) 	Emb_Norm: 3.70 (3.17)
Train Epoch: 3 [41600/100000]	Loss: 0.1096 (0.0584) 	Acc: 75.00% (88.62%) 	Emb_Norm: 2.97 (3.17)
Train Epoch: 3 [44800/100000]	Loss: 0.0981 (0.0579) 	Acc: 81.25% (88.76%) 	Emb_Norm: 3.14 (3.18)
Train Epoch: 3 [48000/100000]	Loss: 0.0187 (0.0574) 	Acc: 100.00% (88.87%) 	Emb_Norm: 3.34 (3.17)
Train Epoch: 3 [51200/100000]	Loss: 0.0797 (0.0578) 	Acc: 81.25% (88.78%) 	Emb_Norm: 3.30 (3.17)
Train Epoch: 3 [54400/100000]	Loss: 0.0187 (0.0571) 	Acc: 96.88% (88.92%) 	Emb_Norm: 3.12 (3.17)
Train Epoch: 3 [57600/100000]	Loss: 0.0173 (0.0569) 	Acc: 100.00% (89.00%) 	Emb_Norm: 3.41 (3.16)
Train Epoch: 3 [60800/100000]	Loss: 0.0682 (0.0565) 	Acc: 87.50% (89.08%) 	Emb_Norm: 2.96 (3.16)
Train Epoch: 3 [64000/100000]	Loss: 0.0965 (0.0559) 	Acc: 84.38% (89.21%) 	Emb_Norm: 3.01 (3.16)
Train Epoch: 3 [67200/100000]	Loss: 0.0543 (0.0557) 	Acc: 93.75% (89.26%) 	Emb_Norm: 3.47 (3.16)
Train Epoch: 3 [70400/100000]	Loss: 0.0085 (0.0555) 	Acc: 100.00% (89.31%) 	Emb_Norm: 3.10 (3.16)
Train Epoch: 3 [73600/100000]	Loss: 0.0051 (0.0554) 	Acc: 100.00% (89.34%) 	Emb_Norm: 3.37 (3.16)
Train Epoch: 3 [76800/100000]	Loss: 0.0536 (0.0553) 	Acc: 96.88% (89.37%) 	Emb_Norm: 3.32 (3.17)
Train Epoch: 3 [80000/100000]	Loss: 0.0111 (0.0554) 	Acc: 100.00% (89.37%) 	Emb_Norm: 3.27 (3.17)
Train Epoch: 3 [83200/100000]	Loss: 0.0407 (0.0553) 	Acc: 93.75% (89.37%) 	Emb_Norm: 3.22 (3.17)
Train Epoch: 3 [86400/100000]	Loss: 0.0969 (0.0553) 	Acc: 81.25% (89.37%) 	Emb_Norm: 3.46 (3.17)
Train Epoch: 3 [89600/100000]	Loss: 0.0360 (0.0553) 	Acc: 87.50% (89.36%) 	Emb_Norm: 2.92 (3.17)
Train Epoch: 3 [92800/100000]	Loss: 0.1196 (0.0550) 	Acc: 68.75% (89.44%) 	Emb_Norm: 3.00 (3.17)
Train Epoch: 3 [96000/100000]	Loss: 0.0746 (0.0550) 	Acc: 90.62% (89.42%) 	Emb_Norm: 3.53 (3.17)
Train Epoch: 3 [99200/100000]	Loss: 0.0808 (0.0548) 	Acc: 81.25% (89.46%) 	Emb_Norm: 2.79 (3.17)

Test set: Average loss: 0.0949, Accuracy: 82.79%

Train Epoch: 4 [0/100000]	Loss: 0.0759 (0.0759) 	Acc: 78.12% (78.12%) 	Emb_Norm: 2.51 (2.51)
Train Epoch: 4 [3200/100000]	Loss: 0.1087 (0.0555) 	Acc: 81.25% (89.33%) 	Emb_Norm: 4.94 (3.09)
Train Epoch: 4 [6400/100000]	Loss: 0.0369 (0.0532) 	Acc: 93.75% (89.77%) 	Emb_Norm: 2.95 (3.27)
Train Epoch: 4 [9600/100000]	Loss: 0.0059 (0.0506) 	Acc: 100.00% (90.13%) 	Emb_Norm: 2.95 (3.25)
Train Epoch: 4 [12800/100000]	Loss: 0.0222 (0.0507) 	Acc: 100.00% (90.11%) 	Emb_Norm: 3.18 (3.23)
Train Epoch: 4 [16000/100000]	Loss: 0.0431 (0.0513) 	Acc: 87.50% (89.96%) 	Emb_Norm: 3.33 (3.23)
Train Epoch: 4 [19200/100000]	Loss: 0.0094 (0.0515) 	Acc: 100.00% (90.02%) 	Emb_Norm: 3.23 (3.22)
Train Epoch: 4 [22400/100000]	Loss: 0.0232 (0.0513) 	Acc: 96.88% (90.08%) 	Emb_Norm: 2.99 (3.21)
Train Epoch: 4 [25600/100000]	Loss: 0.0166 (0.0512) 	Acc: 96.88% (90.15%) 	Emb_Norm: 2.96 (3.20)
Train Epoch: 4 [28800/100000]	Loss: 0.0480 (0.0509) 	Acc: 87.50% (90.21%) 	Emb_Norm: 2.58 (3.19)
Train Epoch: 4 [32000/100000]	Loss: 0.0296 (0.0507) 	Acc: 96.88% (90.28%) 	Emb_Norm: 3.33 (3.17)
Train Epoch: 4 [35200/100000]	Loss: 0.0009 (0.0504) 	Acc: 100.00% (90.36%) 	Emb_Norm: 3.57 (3.18)
Train Epoch: 4 [38400/100000]	Loss: 0.0321 (0.0500) 	Acc: 96.88% (90.42%) 	Emb_Norm: 3.67 (3.18)
Train Epoch: 4 [41600/100000]	Loss: 0.1063 (0.0498) 	Acc: 75.00% (90.45%) 	Emb_Norm: 4.12 (3.17)
Train Epoch: 4 [44800/100000]	Loss: 0.0778 (0.0495) 	Acc: 87.50% (90.52%) 	Emb_Norm: 2.65 (3.17)
Train Epoch: 4 [48000/100000]	Loss: 0.0383 (0.0493) 	Acc: 90.62% (90.56%) 	Emb_Norm: 3.41 (3.16)
Train Epoch: 4 [51200/100000]	Loss: 0.0361 (0.0491) 	Acc: 100.00% (90.65%) 	Emb_Norm: 3.31 (3.17)
Train Epoch: 4 [54400/100000]	Loss: 0.0386 (0.0490) 	Acc: 93.75% (90.67%) 	Emb_Norm: 3.22 (3.17)
Train Epoch: 4 [57600/100000]	Loss: 0.0431 (0.0489) 	Acc: 93.75% (90.66%) 	Emb_Norm: 3.69 (3.17)
Train Epoch: 4 [60800/100000]	Loss: 0.0568 (0.0490) 	Acc: 93.75% (90.66%) 	Emb_Norm: 3.36 (3.17)
Train Epoch: 4 [64000/100000]	Loss: 0.0955 (0.0492) 	Acc: 71.88% (90.60%) 	Emb_Norm: 3.04 (3.17)
Train Epoch: 4 [67200/100000]	Loss: 0.0000 (0.0492) 	Acc: 100.00% (90.60%) 	Emb_Norm: 3.68 (3.17)
Train Epoch: 4 [70400/100000]	Loss: 0.0735 (0.0491) 	Acc: 84.38% (90.62%) 	Emb_Norm: 2.88 (3.17)
Train Epoch: 4 [73600/100000]	Loss: 0.0000 (0.0493) 	Acc: 100.00% (90.59%) 	Emb_Norm: 3.66 (3.16)
Train Epoch: 4 [76800/100000]	Loss: 0.0322 (0.0490) 	Acc: 93.75% (90.67%) 	Emb_Norm: 3.26 (3.16)
Train Epoch: 4 [80000/100000]	Loss: 0.0911 (0.0489) 	Acc: 78.12% (90.68%) 	Emb_Norm: 2.86 (3.16)
Train Epoch: 4 [83200/100000]	Loss: 0.0478 (0.0487) 	Acc: 90.62% (90.74%) 	Emb_Norm: 2.76 (3.15)
Train Epoch: 4 [86400/100000]	Loss: 0.0278 (0.0487) 	Acc: 96.88% (90.74%) 	Emb_Norm: 3.15 (3.15)
Train Epoch: 4 [89600/100000]	Loss: 0.0657 (0.0484) 	Acc: 81.25% (90.80%) 	Emb_Norm: 2.91 (3.15)
Train Epoch: 4 [92800/100000]	Loss: 0.0217 (0.0482) 	Acc: 100.00% (90.86%) 	Emb_Norm: 2.80 (3.15)
Train Epoch: 4 [96000/100000]	Loss: 0.0070 (0.0482) 	Acc: 96.88% (90.86%) 	Emb_Norm: 2.91 (3.15)
Train Epoch: 4 [99200/100000]	Loss: 0.0853 (0.0480) 	Acc: 81.25% (90.89%) 	Emb_Norm: 2.99 (3.14)

Test set: Average loss: 0.0670, Accuracy: 86.48%

Train Epoch: 5 [0/100000]	Loss: 0.0829 (0.0829) 	Acc: 84.38% (84.38%) 	Emb_Norm: 3.35 (3.35)
Train Epoch: 5 [3200/100000]	Loss: 0.0131 (0.0495) 	Acc: 100.00% (90.32%) 	Emb_Norm: 3.11 (3.15)
Train Epoch: 5 [6400/100000]	Loss: 0.0873 (0.0476) 	Acc: 78.12% (90.87%) 	Emb_Norm: 2.81 (3.05)
Train Epoch: 5 [9600/100000]	Loss: 0.0365 (0.0474) 	Acc: 90.62% (90.95%) 	Emb_Norm: 2.77 (3.04)
Train Epoch: 5 [12800/100000]	Loss: 0.0192 (0.0461) 	Acc: 96.88% (91.31%) 	Emb_Norm: 3.04 (3.03)
Train Epoch: 5 [16000/100000]	Loss: 0.0861 (0.0464) 	Acc: 78.12% (91.26%) 	Emb_Norm: 2.84 (3.04)
Train Epoch: 5 [19200/100000]	Loss: 0.0745 (0.0466) 	Acc: 84.38% (91.19%) 	Emb_Norm: 2.79 (3.05)
Train Epoch: 5 [22400/100000]	Loss: 0.0334 (0.0462) 	Acc: 96.88% (91.32%) 	Emb_Norm: 3.18 (3.04)
Train Epoch: 5 [25600/100000]	Loss: 0.0361 (0.0456) 	Acc: 90.62% (91.49%) 	Emb_Norm: 2.61 (3.04)
Train Epoch: 5 [28800/100000]	Loss: 0.0410 (0.0450) 	Acc: 96.88% (91.60%) 	Emb_Norm: 2.84 (3.03)
Train Epoch: 5 [32000/100000]	Loss: 0.0309 (0.0456) 	Acc: 96.88% (91.46%) 	Emb_Norm: 3.11 (3.03)
Train Epoch: 5 [35200/100000]	Loss: 0.0179 (0.0452) 	Acc: 96.88% (91.52%) 	Emb_Norm: 2.90 (3.03)
Train Epoch: 5 [38400/100000]	Loss: 0.0358 (0.0453) 	Acc: 90.62% (91.51%) 	Emb_Norm: 2.89 (3.03)
Train Epoch: 5 [41600/100000]	Loss: 0.1381 (0.0455) 	Acc: 75.00% (91.49%) 	Emb_Norm: 2.86 (3.03)
Train Epoch: 5 [44800/100000]	Loss: 0.0982 (0.0453) 	Acc: 81.25% (91.54%) 	Emb_Norm: 3.41 (3.02)
Train Epoch: 5 [48000/100000]	Loss: 0.0893 (0.0450) 	Acc: 84.38% (91.65%) 	Emb_Norm: 2.84 (3.03)
Train Epoch: 5 [51200/100000]	Loss: 0.0020 (0.0449) 	Acc: 100.00% (91.64%) 	Emb_Norm: 3.21 (3.03)
Train Epoch: 5 [54400/100000]	Loss: 0.0474 (0.0450) 	Acc: 93.75% (91.61%) 	Emb_Norm: 3.20 (3.03)
Train Epoch: 5 [57600/100000]	Loss: 0.0174 (0.0447) 	Acc: 96.88% (91.65%) 	Emb_Norm: 3.01 (3.03)
Train Epoch: 5 [60800/100000]	Loss: 0.0271 (0.0447) 	Acc: 93.75% (91.64%) 	Emb_Norm: 2.60 (3.02)
Train Epoch: 5 [64000/100000]	Loss: 0.0000 (0.0449) 	Acc: 100.00% (91.59%) 	Emb_Norm: 2.85 (3.02)
Train Epoch: 5 [67200/100000]	Loss: 0.0657 (0.0447) 	Acc: 90.62% (91.64%) 	Emb_Norm: 2.72 (3.01)
Train Epoch: 5 [70400/100000]	Loss: 0.0063 (0.0446) 	Acc: 100.00% (91.64%) 	Emb_Norm: 2.72 (3.00)
Train Epoch: 5 [73600/100000]	Loss: 0.0217 (0.0445) 	Acc: 93.75% (91.68%) 	Emb_Norm: 2.84 (3.00)
Train Epoch: 5 [76800/100000]	Loss: 0.0009 (0.0447) 	Acc: 100.00% (91.62%) 	Emb_Norm: 3.18 (3.01)
Train Epoch: 5 [80000/100000]	Loss: 0.0001 (0.0446) 	Acc: 100.00% (91.64%) 	Emb_Norm: 3.15 (3.00)
Train Epoch: 5 [83200/100000]	Loss: 0.0178 (0.0444) 	Acc: 100.00% (91.67%) 	Emb_Norm: 3.08 (3.00)
Train Epoch: 5 [86400/100000]	Loss: 0.0827 (0.0445) 	Acc: 84.38% (91.64%) 	Emb_Norm: 2.91 (3.00)
Train Epoch: 5 [89600/100000]	Loss: 0.0933 (0.0445) 	Acc: 90.62% (91.61%) 	Emb_Norm: 3.62 (2.99)
Train Epoch: 5 [92800/100000]	Loss: 0.0807 (0.0445) 	Acc: 87.50% (91.61%) 	Emb_Norm: 2.90 (2.99)
Train Epoch: 5 [96000/100000]	Loss: 0.0848 (0.0445) 	Acc: 78.12% (91.62%) 	Emb_Norm: 2.65 (3.00)
Train Epoch: 5 [99200/100000]	Loss: 0.0715 (0.0443) 	Acc: 84.38% (91.67%) 	Emb_Norm: 2.72 (3.00)

Test set: Average loss: 0.0643, Accuracy: 86.66%

Train Epoch: 6 [0/100000]	Loss: 0.0292 (0.0292) 	Acc: 96.88% (96.88%) 	Emb_Norm: 2.76 (2.76)
Train Epoch: 6 [3200/100000]	Loss: 0.0095 (0.0398) 	Acc: 100.00% (92.88%) 	Emb_Norm: 3.19 (2.99)
Train Epoch: 6 [6400/100000]	Loss: 0.0315 (0.0402) 	Acc: 93.75% (92.79%) 	Emb_Norm: 2.74 (3.00)
Train Epoch: 6 [9600/100000]	Loss: 0.0247 (0.0418) 	Acc: 96.88% (92.66%) 	Emb_Norm: 2.56 (2.97)
Train Epoch: 6 [12800/100000]	Loss: 0.0477 (0.0414) 	Acc: 93.75% (92.66%) 	Emb_Norm: 2.88 (2.97)
Train Epoch: 6 [16000/100000]	Loss: 0.0639 (0.0410) 	Acc: 81.25% (92.67%) 	Emb_Norm: 2.64 (2.93)
Train Epoch: 6 [19200/100000]	Loss: 0.0663 (0.0410) 	Acc: 87.50% (92.64%) 	Emb_Norm: 2.58 (2.93)
Train Epoch: 6 [22400/100000]	Loss: 0.0176 (0.0408) 	Acc: 100.00% (92.71%) 	Emb_Norm: 3.31 (2.94)
Train Epoch: 6 [25600/100000]	Loss: 0.0207 (0.0408) 	Acc: 96.88% (92.68%) 	Emb_Norm: 2.78 (2.94)
Train Epoch: 6 [28800/100000]	Loss: 0.0735 (0.0408) 	Acc: 84.38% (92.66%) 	Emb_Norm: 2.72 (2.94)
Train Epoch: 6 [32000/100000]	Loss: 0.0201 (0.0408) 	Acc: 96.88% (92.65%) 	Emb_Norm: 2.67 (2.93)
Train Epoch: 6 [35200/100000]	Loss: 0.0122 (0.0410) 	Acc: 100.00% (92.61%) 	Emb_Norm: 3.06 (2.92)
Train Epoch: 6 [38400/100000]	Loss: 0.1587 (0.0411) 	Acc: 71.88% (92.61%) 	Emb_Norm: 2.24 (2.92)
Train Epoch: 6 [41600/100000]	Loss: 0.0166 (0.0409) 	Acc: 100.00% (92.65%) 	Emb_Norm: 3.27 (2.93)
Train Epoch: 6 [44800/100000]	Loss: 0.0262 (0.0407) 	Acc: 96.88% (92.67%) 	Emb_Norm: 2.60 (2.92)
Train Epoch: 6 [48000/100000]	Loss: 0.0190 (0.0409) 	Acc: 93.75% (92.60%) 	Emb_Norm: 2.78 (2.92)
Train Epoch: 6 [51200/100000]	Loss: 0.0272 (0.0408) 	Acc: 100.00% (92.64%) 	Emb_Norm: 2.52 (2.91)
Train Epoch: 6 [54400/100000]	Loss: 0.0055 (0.0407) 	Acc: 100.00% (92.65%) 	Emb_Norm: 2.89 (2.90)
Train Epoch: 6 [57600/100000]	Loss: 0.0319 (0.0405) 	Acc: 96.88% (92.70%) 	Emb_Norm: 3.06 (2.90)
Train Epoch: 6 [60800/100000]	Loss: 0.0502 (0.0402) 	Acc: 87.50% (92.76%) 	Emb_Norm: 2.79 (2.90)
Train Epoch: 6 [64000/100000]	Loss: 0.0793 (0.0403) 	Acc: 84.38% (92.71%) 	Emb_Norm: 3.41 (2.90)
Train Epoch: 6 [67200/100000]	Loss: 0.0060 (0.0404) 	Acc: 100.00% (92.73%) 	Emb_Norm: 2.67 (2.89)
Train Epoch: 6 [70400/100000]	Loss: 0.0619 (0.0404) 	Acc: 93.75% (92.73%) 	Emb_Norm: 3.37 (2.89)
Train Epoch: 6 [73600/100000]	Loss: 0.0976 (0.0406) 	Acc: 71.88% (92.65%) 	Emb_Norm: 2.58 (2.89)
Train Epoch: 6 [76800/100000]	Loss: 0.0592 (0.0404) 	Acc: 90.62% (92.70%) 	Emb_Norm: 2.34 (2.88)
Train Epoch: 6 [80000/100000]	Loss: 0.0232 (0.0401) 	Acc: 96.88% (92.74%) 	Emb_Norm: 2.93 (2.88)
Train Epoch: 6 [83200/100000]	Loss: 0.0102 (0.0401) 	Acc: 100.00% (92.77%) 	Emb_Norm: 3.32 (2.88)
Train Epoch: 6 [86400/100000]	Loss: 0.0977 (0.0400) 	Acc: 84.38% (92.80%) 	Emb_Norm: 3.08 (2.87)
Train Epoch: 6 [89600/100000]	Loss: 0.0298 (0.0401) 	Acc: 96.88% (92.75%) 	Emb_Norm: 2.86 (2.87)
Train Epoch: 6 [92800/100000]	Loss: 0.0144 (0.0402) 	Acc: 100.00% (92.73%) 	Emb_Norm: 2.78 (2.86)
