Train Epoch: 1 [0/100000]	Loss: 0.1861 (0.1861) 	Acc: 67.71% (67.71%) 	Emb_Norm: 0.72 (0.72)
Train Epoch: 2 [28800/100000]	Loss: 0.0170 (0.0335) 	Acc: 96.88% (94.76%) 	Emb_Norm: 0.50 (0.54)
Train Epoch: 2 [38400/100000]	Loss: 0.0018 (0.0318) 	Acc: 100.00% (94.96%) 	Emb_Norm: 0.58 (0.54)
Train Epoch: 2 [48000/100000]	Loss: 0.0570 (0.0307) 	Acc: 86.46% (95.12%) 	Emb_Norm: 0.50 (0.54)
Train Epoch: 2 [57600/100000]	Loss: 0.0918 (0.0293) 	Acc: 77.08% (95.48%) 	Emb_Norm: 0.43 (0.54)
Train Epoch: 2 [67200/100000]	Loss: 0.0007 (0.0282) 	Acc: 100.00% (95.62%) 	Emb_Norm: 0.48 (0.53)
Train Epoch: 2 [76800/100000]	Loss: 0.0180 (0.0272) 	Acc: 98.96% (95.80%) 	Emb_Norm: 0.48 (0.53)
Train Epoch: 2 [86400/100000]	Loss: 0.0196 (0.0277) 	Acc: 95.83% (95.66%) 	Emb_Norm: 0.49 (0.53)
Train Epoch: 2 [96000/100000]	Loss: 0.0000 (0.0269) 	Acc: 100.00% (95.79%) 	Emb_Norm: 0.54 (0.53)

Test set: Average loss: 0.0807, Accuracy: 85.91%

Train Epoch: 3 [0/100000]	Loss: 0.0172 (0.0172) 	Acc: 96.88% (96.88%) 	Emb_Norm: 0.55 (0.55)
Train Epoch: 3 [9600/100000]	Loss: 0.0000 (0.0191) 	Acc: 100.00% (97.19%) 	Emb_Norm: 0.59 (0.53)
Train Epoch: 3 [19200/100000]	Loss: 0.0185 (0.0199) 	Acc: 96.88% (97.04%) 	Emb_Norm: 0.46 (0.54)
Train Epoch: 3 [28800/100000]	Loss: 0.0894 (0.0200) 	Acc: 84.38% (97.00%) 	Emb_Norm: 0.44 (0.53)
Train Epoch: 3 [38400/100000]	Loss: 0.0611 (0.0186) 	Acc: 92.71% (97.24%) 	Emb_Norm: 0.51 (0.53)
Train Epoch: 3 [48000/100000]	Loss: 0.0198 (0.0172) 	Acc: 97.92% (97.46%) 	Emb_Norm: 0.47 (0.53)
Train Epoch: 3 [57600/100000]	Loss: 0.1052 (0.0169) 	Acc: 76.04% (97.48%) 	Emb_Norm: 0.49 (0.52)
Train Epoch: 3 [67200/100000]	Loss: 0.0000 (0.0172) 	Acc: 100.00% (97.43%) 	Emb_Norm: 0.57 (0.52)
Train Epoch: 3 [76800/100000]	Loss: 0.0217 (0.0172) 	Acc: 97.92% (97.44%) 	Emb_Norm: 0.47 (0.52)
Train Epoch: 3 [86400/100000]	Loss: 0.1155 (0.0171) 	Acc: 91.67% (97.46%) 	Emb_Norm: 0.59 (0.52)
Train Epoch: 3 [96000/100000]	Loss: 0.0000 (0.0169) 	Acc: 100.00% (97.50%) 	Emb_Norm: 0.58 (0.52)

Test set: Average loss: 0.0782, Accuracy: 85.51%

Train Epoch: 4 [0/100000]	Loss: 0.0165 (0.0165) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.53 (0.53)
Train Epoch: 4 [9600/100000]	Loss: 0.0174 (0.0133) 	Acc: 96.88% (98.10%) 	Emb_Norm: 0.45 (0.54)
Train Epoch: 4 [19200/100000]	Loss: 0.0003 (0.0142) 	Acc: 100.00% (97.92%) 	Emb_Norm: 0.58 (0.53)
Train Epoch: 4 [28800/100000]	Loss: 0.0000 (0.0142) 	Acc: 100.00% (97.89%) 	Emb_Norm: 0.55 (0.53)
Train Epoch: 4 [38400/100000]	Loss: 0.0028 (0.0141) 	Acc: 100.00% (97.92%) 	Emb_Norm: 0.62 (0.52)
Train Epoch: 4 [48000/100000]	Loss: 0.0000 (0.0138) 	Acc: 100.00% (97.95%) 	Emb_Norm: 0.53 (0.52)
Train Epoch: 4 [57600/100000]	Loss: 0.0000 (0.0137) 	Acc: 100.00% (97.97%) 	Emb_Norm: 0.53 (0.52)
Train Epoch: 4 [67200/100000]	Loss: 0.0000 (0.0139) 	Acc: 100.00% (97.96%) 	Emb_Norm: 0.60 (0.52)
Train Epoch: 4 [76800/100000]	Loss: 0.0085 (0.0132) 	Acc: 98.96% (98.09%) 	Emb_Norm: 0.42 (0.51)
Train Epoch: 4 [86400/100000]	Loss: 0.0013 (0.0130) 	Acc: 100.00% (98.11%) 	Emb_Norm: 0.57 (0.51)
Train Epoch: 4 [96000/100000]	Loss: 0.0000 (0.0130) 	Acc: 100.00% (98.09%) 	Emb_Norm: 0.55 (0.51)

Test set: Average loss: 0.0655, Accuracy: 87.18%

Train Epoch: 5 [0/100000]	Loss: 0.0009 (0.0009) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.46 (0.46)
Train Epoch: 5 [9600/100000]	Loss: 0.0012 (0.0070) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.43 (0.48)
Train Epoch: 5 [19200/100000]	Loss: 0.0000 (0.0082) 	Acc: 100.00% (99.06%) 	Emb_Norm: 0.43 (0.48)
Train Epoch: 5 [28800/100000]	Loss: 0.0665 (0.0097) 	Acc: 92.71% (98.78%) 	Emb_Norm: 0.49 (0.48)
Train Epoch: 5 [38400/100000]	Loss: 0.0000 (0.0096) 	Acc: 100.00% (98.79%) 	Emb_Norm: 0.53 (0.48)
Train Epoch: 5 [48000/100000]	Loss: 0.0009 (0.0095) 	Acc: 100.00% (98.80%) 	Emb_Norm: 0.52 (0.48)
Train Epoch: 5 [57600/100000]	Loss: 0.0000 (0.0094) 	Acc: 100.00% (98.79%) 	Emb_Norm: 0.45 (0.48)
Train Epoch: 5 [67200/100000]	Loss: 0.0000 (0.0094) 	Acc: 100.00% (98.77%) 	Emb_Norm: 0.47 (0.48)
Train Epoch: 5 [76800/100000]	Loss: 0.0000 (0.0094) 	Acc: 100.00% (98.76%) 	Emb_Norm: 0.52 (0.48)
Train Epoch: 5 [86400/100000]	Loss: 0.0000 (0.0093) 	Acc: 100.00% (98.77%) 	Emb_Norm: 0.44 (0.48)
Train Epoch: 5 [96000/100000]	Loss: 0.0033 (0.0097) 	Acc: 100.00% (98.68%) 	Emb_Norm: 0.53 (0.48)

Test set: Average loss: 0.0723, Accuracy: 87.67%

Train Epoch: 6 [0/100000]	Loss: 0.0008 (0.0008) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 6 [9600/100000]	Loss: 0.0000 (0.0106) 	Acc: 100.00% (98.45%) 	Emb_Norm: 0.43 (0.49)
Train Epoch: 6 [19200/100000]	Loss: 0.0000 (0.0091) 	Acc: 100.00% (98.60%) 	Emb_Norm: 0.52 (0.49)
Train Epoch: 6 [28800/100000]	Loss: 0.0031 (0.0100) 	Acc: 100.00% (98.46%) 	Emb_Norm: 0.44 (0.48)
Train Epoch: 6 [38400/100000]	Loss: 0.0000 (0.0095) 	Acc: 100.00% (98.60%) 	Emb_Norm: 0.50 (0.48)
Train Epoch: 6 [48000/100000]	Loss: 0.0000 (0.0093) 	Acc: 100.00% (98.61%) 	Emb_Norm: 0.41 (0.48)
Train Epoch: 6 [57600/100000]	Loss: 0.0000 (0.0095) 	Acc: 100.00% (98.58%) 	Emb_Norm: 0.41 (0.47)
Train Epoch: 6 [67200/100000]	Loss: 0.0000 (0.0094) 	Acc: 100.00% (98.62%) 	Emb_Norm: 0.45 (0.47)
Train Epoch: 6 [76800/100000]	Loss: 0.0517 (0.0088) 	Acc: 92.71% (98.72%) 	Emb_Norm: 0.42 (0.47)
Train Epoch: 6 [86400/100000]	Loss: 0.0069 (0.0094) 	Acc: 98.96% (98.64%) 	Emb_Norm: 0.47 (0.47)
Train Epoch: 6 [96000/100000]	Loss: 0.0000 (0.0092) 	Acc: 100.00% (98.66%) 	Emb_Norm: 0.46 (0.46)

Test set: Average loss: 0.0655, Accuracy: 87.95%

Train Epoch: 7 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.48 (0.48)
Train Epoch: 7 [9600/100000]	Loss: 0.0000 (0.0078) 	Acc: 100.00% (98.96%) 	Emb_Norm: 0.47 (0.46)
Train Epoch: 7 [19200/100000]	Loss: 0.0000 (0.0089) 	Acc: 100.00% (98.76%) 	Emb_Norm: 0.45 (0.45)
Train Epoch: 7 [28800/100000]	Loss: 0.0000 (0.0085) 	Acc: 100.00% (98.82%) 	Emb_Norm: 0.48 (0.46)
Train Epoch: 7 [38400/100000]	Loss: 0.0000 (0.0082) 	Acc: 100.00% (98.89%) 	Emb_Norm: 0.43 (0.46)
Train Epoch: 7 [48000/100000]	Loss: 0.0230 (0.0085) 	Acc: 98.96% (98.83%) 	Emb_Norm: 0.47 (0.46)
Train Epoch: 7 [57600/100000]	Loss: 0.0001 (0.0079) 	Acc: 100.00% (98.88%) 	Emb_Norm: 0.44 (0.46)
Train Epoch: 7 [67200/100000]	Loss: 0.0433 (0.0078) 	Acc: 90.62% (98.89%) 	Emb_Norm: 0.38 (0.46)
Train Epoch: 7 [76800/100000]	Loss: 0.0000 (0.0079) 	Acc: 100.00% (98.86%) 	Emb_Norm: 0.40 (0.46)
Train Epoch: 7 [86400/100000]	Loss: 0.0076 (0.0080) 	Acc: 97.92% (98.84%) 	Emb_Norm: 0.42 (0.45)
Train Epoch: 7 [96000/100000]	Loss: 0.0000 (0.0080) 	Acc: 100.00% (98.84%) 	Emb_Norm: 0.46 (0.45)

Test set: Average loss: 0.0664, Accuracy: 88.65%

Train Epoch: 8 [0/100000]	Loss: 0.0513 (0.0513) 	Acc: 89.58% (89.58%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 8 [9600/100000]	Loss: 0.0012 (0.0070) 	Acc: 100.00% (99.04%) 	Emb_Norm: 0.45 (0.44)
Train Epoch: 8 [19200/100000]	Loss: 0.0000 (0.0068) 	Acc: 100.00% (99.13%) 	Emb_Norm: 0.40 (0.43)
Train Epoch: 8 [28800/100000]	Loss: 0.0380 (0.0061) 	Acc: 92.71% (99.17%) 	Emb_Norm: 0.41 (0.43)
Train Epoch: 8 [38400/100000]	Loss: 0.0157 (0.0060) 	Acc: 96.88% (99.20%) 	Emb_Norm: 0.40 (0.43)
Train Epoch: 8 [48000/100000]	Loss: 0.0007 (0.0062) 	Acc: 100.00% (99.14%) 	Emb_Norm: 0.46 (0.43)
Train Epoch: 8 [57600/100000]	Loss: 0.0000 (0.0061) 	Acc: 100.00% (99.14%) 	Emb_Norm: 0.46 (0.43)
Train Epoch: 8 [67200/100000]	Loss: 0.0000 (0.0063) 	Acc: 100.00% (99.10%) 	Emb_Norm: 0.48 (0.43)
Train Epoch: 8 [76800/100000]	Loss: 0.0000 (0.0064) 	Acc: 100.00% (99.07%) 	Emb_Norm: 0.41 (0.43)
Train Epoch: 8 [86400/100000]	Loss: 0.0000 (0.0061) 	Acc: 100.00% (99.12%) 	Emb_Norm: 0.47 (0.43)
Train Epoch: 8 [96000/100000]	Loss: 0.0014 (0.0064) 	Acc: 100.00% (99.07%) 	Emb_Norm: 0.40 (0.43)

Test set: Average loss: 0.0638, Accuracy: 86.48%

Train Epoch: 9 [0/100000]	Loss: 0.0115 (0.0115) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.43 (0.43)
Train Epoch: 9 [9600/100000]	Loss: 0.0000 (0.0039) 	Acc: 100.00% (99.48%) 	Emb_Norm: 0.42 (0.44)
Train Epoch: 9 [19200/100000]	Loss: 0.0011 (0.0058) 	Acc: 100.00% (99.27%) 	Emb_Norm: 0.42 (0.44)
Train Epoch: 9 [28800/100000]	Loss: 0.0024 (0.0057) 	Acc: 98.96% (99.28%) 	Emb_Norm: 0.36 (0.43)
Train Epoch: 9 [38400/100000]	Loss: 0.0000 (0.0061) 	Acc: 100.00% (99.18%) 	Emb_Norm: 0.46 (0.43)
Train Epoch: 9 [48000/100000]	Loss: 0.0037 (0.0068) 	Acc: 100.00% (99.04%) 	Emb_Norm: 0.36 (0.43)
Train Epoch: 9 [57600/100000]	Loss: 0.0000 (0.0065) 	Acc: 100.00% (99.10%) 	Emb_Norm: 0.43 (0.42)
Train Epoch: 9 [67200/100000]	Loss: 0.0000 (0.0066) 	Acc: 100.00% (99.08%) 	Emb_Norm: 0.49 (0.42)
Train Epoch: 9 [76800/100000]	Loss: 0.0017 (0.0066) 	Acc: 100.00% (99.07%) 	Emb_Norm: 0.36 (0.42)
Train Epoch: 9 [86400/100000]	Loss: 0.0227 (0.0064) 	Acc: 100.00% (99.11%) 	Emb_Norm: 0.46 (0.42)
Train Epoch: 9 [96000/100000]	Loss: 0.0008 (0.0066) 	Acc: 100.00% (99.07%) 	Emb_Norm: 0.32 (0.42)

Test set: Average loss: 0.0573, Accuracy: 88.81%

Train Epoch: 10 [0/100000]	Loss: 0.0026 (0.0026) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.47 (0.47)
Train Epoch: 10 [9600/100000]	Loss: 0.0000 (0.0047) 	Acc: 100.00% (99.46%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 10 [19200/100000]	Loss: 0.0000 (0.0048) 	Acc: 100.00% (99.34%) 	Emb_Norm: 0.41 (0.42)
Train Epoch: 10 [28800/100000]	Loss: 0.0010 (0.0049) 	Acc: 100.00% (99.29%) 	Emb_Norm: 0.35 (0.42)
Train Epoch: 10 [38400/100000]	Loss: 0.0000 (0.0044) 	Acc: 100.00% (99.37%) 	Emb_Norm: 0.42 (0.41)
Train Epoch: 10 [48000/100000]	Loss: 0.0000 (0.0053) 	Acc: 100.00% (99.26%) 	Emb_Norm: 0.48 (0.41)
Train Epoch: 10 [57600/100000]	Loss: 0.0000 (0.0053) 	Acc: 100.00% (99.25%) 	Emb_Norm: 0.43 (0.41)
Train Epoch: 10 [67200/100000]	Loss: 0.0000 (0.0054) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.43 (0.41)
Train Epoch: 10 [76800/100000]	Loss: 0.0000 (0.0054) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.43 (0.41)
Train Epoch: 10 [86400/100000]	Loss: 0.0000 (0.0054) 	Acc: 100.00% (99.25%) 	Emb_Norm: 0.39 (0.41)
Train Epoch: 10 [96000/100000]	Loss: 0.0000 (0.0054) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.39 (0.41)

Test set: Average loss: 0.0577, Accuracy: 88.51%

Train Epoch: 11 [0/100000]	Loss: 0.0091 (0.0091) 	Acc: 98.96% (98.96%) 	Emb_Norm: 0.32 (0.32)
Train Epoch: 11 [9600/100000]	Loss: 0.0035 (0.0058) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.37 (0.39)
Train Epoch: 11 [19200/100000]	Loss: 0.0000 (0.0041) 	Acc: 100.00% (99.50%) 	Emb_Norm: 0.39 (0.39)
Train Epoch: 11 [28800/100000]	Loss: 0.0000 (0.0040) 	Acc: 100.00% (99.54%) 	Emb_Norm: 0.45 (0.39)
Train Epoch: 11 [38400/100000]	Loss: 0.0192 (0.0052) 	Acc: 98.96% (99.34%) 	Emb_Norm: 0.36 (0.39)
Train Epoch: 11 [48000/100000]	Loss: 0.0133 (0.0051) 	Acc: 98.96% (99.34%) 	Emb_Norm: 0.38 (0.39)
Train Epoch: 11 [57600/100000]	Loss: 0.0000 (0.0057) 	Acc: 100.00% (99.23%) 	Emb_Norm: 0.38 (0.39)
Train Epoch: 11 [67200/100000]	Loss: 0.0109 (0.0053) 	Acc: 98.96% (99.29%) 	Emb_Norm: 0.30 (0.39)
Train Epoch: 11 [76800/100000]	Loss: 0.0403 (0.0051) 	Acc: 92.71% (99.31%) 	Emb_Norm: 0.30 (0.39)
Train Epoch: 11 [86400/100000]	Loss: 0.0000 (0.0048) 	Acc: 100.00% (99.36%) 	Emb_Norm: 0.34 (0.39)
Train Epoch: 11 [96000/100000]	Loss: 0.0000 (0.0046) 	Acc: 100.00% (99.38%) 	Emb_Norm: 0.35 (0.39)

Test set: Average loss: 0.0571, Accuracy: 88.56%

Train Epoch: 12 [0/100000]	Loss: 0.0006 (0.0006) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.36 (0.36)
Train Epoch: 12 [9600/100000]	Loss: 0.0000 (0.0049) 	Acc: 100.00% (99.23%) 	Emb_Norm: 0.42 (0.36)
Train Epoch: 12 [19200/100000]	Loss: 0.0113 (0.0044) 	Acc: 98.96% (99.39%) 	Emb_Norm: 0.34 (0.36)
Train Epoch: 12 [28800/100000]	Loss: 0.0000 (0.0038) 	Acc: 100.00% (99.47%) 	Emb_Norm: 0.36 (0.36)
Train Epoch: 12 [38400/100000]	Loss: 0.0156 (0.0038) 	Acc: 98.96% (99.50%) 	Emb_Norm: 0.35 (0.36)
Train Epoch: 12 [48000/100000]	Loss: 0.0132 (0.0038) 	Acc: 100.00% (99.49%) 	Emb_Norm: 0.42 (0.36)
Train Epoch: 12 [57600/100000]	Loss: 0.0000 (0.0039) 	Acc: 100.00% (99.46%) 	Emb_Norm: 0.31 (0.36)
Train Epoch: 12 [67200/100000]	Loss: 0.0195 (0.0041) 	Acc: 98.96% (99.45%) 	Emb_Norm: 0.33 (0.36)
Train Epoch: 12 [76800/100000]	Loss: 0.0000 (0.0042) 	Acc: 100.00% (99.41%) 	Emb_Norm: 0.37 (0.36)
Train Epoch: 12 [86400/100000]	Loss: 0.0000 (0.0041) 	Acc: 100.00% (99.43%) 	Emb_Norm: 0.34 (0.36)
Train Epoch: 12 [96000/100000]	Loss: 0.0003 (0.0041) 	Acc: 100.00% (99.44%) 	Emb_Norm: 0.38 (0.36)

Test set: Average loss: 0.0635, Accuracy: 88.96%

Train Epoch: 13 [0/100000]	Loss: 0.0044 (0.0044) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.32 (0.32)
Train Epoch: 13 [9600/100000]	Loss: 0.0000 (0.0028) 	Acc: 100.00% (99.67%) 	Emb_Norm: 0.31 (0.36)
Train Epoch: 13 [19200/100000]	Loss: 0.0000 (0.0041) 	Acc: 100.00% (99.54%) 	Emb_Norm: 0.45 (0.37)
Train Epoch: 13 [28800/100000]	Loss: 0.0000 (0.0040) 	Acc: 100.00% (99.51%) 	Emb_Norm: 0.44 (0.37)
Train Epoch: 13 [38400/100000]	Loss: 0.0000 (0.0040) 	Acc: 100.00% (99.52%) 	Emb_Norm: 0.36 (0.36)
Train Epoch: 13 [48000/100000]	Loss: 0.0000 (0.0038) 	Acc: 100.00% (99.52%) 	Emb_Norm: 0.31 (0.36)
Train Epoch: 13 [57600/100000]	Loss: 0.0000 (0.0037) 	Acc: 100.00% (99.52%) 	Emb_Norm: 0.37 (0.36)
Train Epoch: 13 [67200/100000]	Loss: 0.0000 (0.0040) 	Acc: 100.00% (99.47%) 	Emb_Norm: 0.34 (0.35)
Train Epoch: 13 [76800/100000]	Loss: 0.0031 (0.0039) 	Acc: 100.00% (99.48%) 	Emb_Norm: 0.32 (0.35)
Train Epoch: 13 [86400/100000]	Loss: 0.0033 (0.0040) 	Acc: 100.00% (99.49%) 	Emb_Norm: 0.34 (0.35)
Train Epoch: 13 [96000/100000]	Loss: 0.0037 (0.0039) 	Acc: 98.96% (99.50%) 	Emb_Norm: 0.40 (0.35)

Test set: Average loss: 0.0547, Accuracy: 89.15%

Train Epoch: 14 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.44 (0.44)
Train Epoch: 14 [9600/100000]	Loss: 0.0000 (0.0047) 	Acc: 100.00% (99.29%) 	Emb_Norm: 0.34 (0.37)
Train Epoch: 14 [19200/100000]	Loss: 0.0060 (0.0050) 	Acc: 100.00% (99.24%) 	Emb_Norm: 0.35 (0.36)
Train Epoch: 14 [28800/100000]	Loss: 0.0000 (0.0052) 	Acc: 100.00% (99.21%) 	Emb_Norm: 0.35 (0.36)
Train Epoch: 14 [38400/100000]	Loss: 0.0031 (0.0046) 	Acc: 100.00% (99.32%) 	Emb_Norm: 0.36 (0.35)
Train Epoch: 14 [48000/100000]	Loss: 0.0000 (0.0044) 	Acc: 100.00% (99.37%) 	Emb_Norm: 0.33 (0.35)
Train Epoch: 14 [57600/100000]	Loss: 0.0000 (0.0042) 	Acc: 100.00% (99.40%) 	Emb_Norm: 0.31 (0.35)
Train Epoch: 14 [67200/100000]	Loss: 0.0000 (0.0041) 	Acc: 100.00% (99.43%) 	Emb_Norm: 0.29 (0.35)
Train Epoch: 14 [76800/100000]	Loss: 0.0000 (0.0042) 	Acc: 100.00% (99.42%) 	Emb_Norm: 0.40 (0.35)
Train Epoch: 14 [86400/100000]	Loss: 0.0045 (0.0041) 	Acc: 100.00% (99.41%) 	Emb_Norm: 0.35 (0.35)
Train Epoch: 14 [96000/100000]	Loss: 0.0000 (0.0040) 	Acc: 100.00% (99.45%) 	Emb_Norm: 0.38 (0.35)

Test set: Average loss: 0.0575, Accuracy: 88.32%

Train Epoch: 15 [0/100000]	Loss: 0.0000 (0.0000) 	Acc: 100.00% (100.00%) 	Emb_Norm: 0.32 (0.32)
Train Epoch: 15 [9600/100000]	Loss: 0.0000 (0.0046) 	Acc: 100.00% (99.39%) 	Emb_Norm: 0.34 (0.33)
Train Epoch: 15 [19200/100000]	Loss: 0.0000 (0.0030) 	Acc: 100.00% (99.64%) 	Emb_Norm: 0.32 (0.33)
Train Epoch: 15 [28800/100000]	Loss: 0.0000 (0.0029) 	Acc: 100.00% (99.65%) 	Emb_Norm: 0.30 (0.32)
Train Epoch: 15 [38400/100000]	Loss: 0.0541 (0.0032) 	Acc: 89.58% (99.61%) 	Emb_Norm: 0.28 (0.33)
Train Epoch: 15 [48000/100000]	Loss: 0.0000 (0.0032) 	Acc: 100.00% (99.60%) 	Emb_Norm: 0.32 (0.33)
Train Epoch: 15 [57600/100000]	Loss: 0.0000 (0.0034) 	Acc: 100.00% (99.57%) 	Emb_Norm: 0.33 (0.33)
Train Epoch: 15 [67200/100000]	Loss: 0.0000 (0.0031) 	Acc: 100.00% (99.60%) 	Emb_Norm: 0.38 (0.33)
Train Epoch: 15 [76800/100000]	Loss: 0.0000 (0.0035) 	Acc: 100.00% (99.55%) 	Emb_Norm: 0.33 (0.33)
Train Epoch: 15 [86400/100000]	Loss: 0.0000 (0.0034) 	Acc: 100.00% (99.56%) 	Emb_Norm: 0.26 (0.33)
Train Epoch: 15 [96000/100000]	Loss: 0.0000 (0.0033) 	Acc: 100.00% (99.56%) 	Emb_Norm: 0.28 (0.33)

Test set: Average loss: 0.0572, Accuracy: 88.26%


Test set: Average loss: 0.0562, Accuracy: 88.79%
